id,name,html_url,forks,stars,size,language,url,created_at,watchers,pull_requests,commits
44701112,2048,https://github.com/e-podzolkin/2048,1,0,481,CSS,https://api.github.com/repos/e-podzolkin/2048,2015-10-21T20:05:16Z,1,0,2
43730513,2048,https://github.com/xiaoqide/2048,0,0,0,,https://api.github.com/repos/xiaoqide/2048,2015-10-06T04:51:49Z,1,0,-1
43963980,2048,https://github.com/haelbichalex/2048,0,0,0,,https://api.github.com/repos/haelbichalex/2048,2015-10-09T15:25:20Z,1,0,-1
43849688,2048,https://github.com/T282/2048,0,0,116,,https://api.github.com/repos/T282/2048,2015-10-07T23:02:14Z,1,0,2
40345950,2048,https://github.com/halaei/2048,0,0,436,JavaScript,https://api.github.com/repos/halaei/2048,2015-08-07T06:56:33Z,1,0,48
23269987,2048,https://github.com/giulio-zhou/2048,0,1,144,Java,https://api.github.com/repos/giulio-zhou/2048,2014-08-24T01:10:13Z,1,0,3
42762229,2048,https://github.com/andriy-baran/2048,0,0,144,JavaScript,https://api.github.com/repos/andriy-baran/2048,2015-09-19T06:15:32Z,1,0,8
44276306,2048,https://github.com/swryu0906/2048,0,0,140,JavaScript,https://api.github.com/repos/swryu0906/2048,2015-10-14T21:03:46Z,1,0,12
44745255,2048,https://github.com/evanfitz67/2048,0,0,0,,https://api.github.com/repos/evanfitz67/2048,2015-10-22T13:00:11Z,1,0,-1
45194454,2048,https://github.com/mrjaimisra/2048,0,0,330,JavaScript,https://api.github.com/repos/mrjaimisra/2048,2015-10-29T16:04:03Z,1,0,92
34050682,2048,https://github.com/shrutiaggarwal3012/2048,0,1,1672,JavaScript,https://api.github.com/repos/shrutiaggarwal3012/2048,2015-04-16T10:59:04Z,1,0,2
43218596,2048,https://github.com/nord272/2048,0,0,0,,https://api.github.com/repos/nord272/2048,2015-09-26T18:58:12Z,1,0,-1
42875192,2048,https://github.com/kareemashraf/2048,0,1,264,HTML,https://api.github.com/repos/kareemashraf/2048,2015-09-21T15:29:05Z,1,0,6
42391971,2048,https://github.com/2048wangyilun/2048,0,0,228,JavaScript,https://api.github.com/repos/2048wangyilun/2048,2015-09-13T10:32:53Z,1,0,11
42481207,2048,https://github.com/viniciusroratto/2048,0,0,128,,https://api.github.com/repos/viniciusroratto/2048,2015-09-14T22:44:05Z,1,0,6
42428659,2048,https://github.com/SilentRainBow/2048,0,0,204,JavaScript,https://api.github.com/repos/SilentRainBow/2048,2015-09-14T05:18:56Z,1,0,11
42160254,2048,https://github.com/falkoner/2048,0,0,428,CSS,https://api.github.com/repos/falkoner/2048,2015-09-09T06:26:36Z,1,0,2
42698535,2048,https://github.com/Skyllet2015/2048,0,0,0,,https://api.github.com/repos/Skyllet2015/2048,2015-09-18T03:55:05Z,1,0,-1
45170384,2048,https://github.com/czj93/2048,0,0,148,JavaScript,https://api.github.com/repos/czj93/2048,2015-10-29T08:34:20Z,1,0,8
45762178,2048,https://github.com/cjp-luany/2048,0,0,0,,https://api.github.com/repos/cjp-luany/2048,2015-11-08T01:24:58Z,1,0,-1
45344776,2048,https://github.com/artmaks/2048,0,0,148,Python,https://api.github.com/repos/artmaks/2048,2015-11-01T15:01:44Z,1,0,3
42652465,2048,https://github.com/tangjie231/2048,0,0,364,JavaScript,https://api.github.com/repos/tangjie231/2048,2015-09-17T11:30:44Z,1,0,8
45480322,2048,https://github.com/nigelgilbert/2048,0,0,696,JavaScript,https://api.github.com/repos/nigelgilbert/2048,2015-11-03T16:40:41Z,0,0,3
45496385,2048,https://github.com/CarterGoldman/2048,0,0,84236,CSS,https://api.github.com/repos/CarterGoldman/2048,2015-11-03T21:20:48Z,1,0,2
45633753,2048,https://github.com/islawek/2048,0,0,0,Python,https://api.github.com/repos/islawek/2048,2015-11-05T19:20:03Z,1,0,1
45807390,2048,https://github.com/li654415785/2048,0,0,0,,https://api.github.com/repos/li654415785/2048,2015-11-09T01:18:10Z,1,0,-1
50687062,2048,https://github.com/RELYT111/2048,0,0,0,,https://api.github.com/repos/RELYT111/2048,2016-01-29T19:46:23Z,1,0,1
34720853,2048,https://github.com/liuyueyi/2048,0,1,3612,C++,https://api.github.com/repos/liuyueyi/2048,2015-04-28T09:18:59Z,1,0,17
50837061,2048,https://github.com/igrekoni/2048,0,0,96,Java,https://api.github.com/repos/igrekoni/2048,2016-02-01T12:10:20Z,1,0,9
50839414,2048,https://github.com/truffet/2048,0,0,4,C,https://api.github.com/repos/truffet/2048,2016-02-01T12:57:27Z,1,0,1
50910645,2048,https://github.com/Paulcy/2048,0,0,0,,https://api.github.com/repos/Paulcy/2048,2016-02-02T09:49:57Z,1,0,-1
50924303,2048,https://github.com/SophiaWoo/2048,0,0,36,JavaScript,https://api.github.com/repos/SophiaWoo/2048,2016-02-02T14:00:52Z,1,0,2
50709230,2048,https://github.com/lx1994/2048,0,0,0,,https://api.github.com/repos/lx1994/2048,2016-01-30T04:40:06Z,1,0,-1
50743856,2048,https://github.com/Matusevich-Yevgenii/2048,0,0,2,JavaScript,https://api.github.com/repos/Matusevich-Yevgenii/2048,2016-01-30T20:37:12Z,1,0,1
50078109,2048,https://github.com/classicL/2048,0,0,6,JavaScript,https://api.github.com/repos/classicL/2048,2016-01-21T03:05:10Z,1,0,6
50008719,2048,https://github.com/wuwGitHub/2048,1,0,1737,Java,https://api.github.com/repos/wuwGitHub/2048,2016-01-20T06:08:25Z,1,0,3
49346916,2048,https://github.com/bernardthibaut/2048,0,0,9,Java,https://api.github.com/repos/bernardthibaut/2048,2016-01-10T00:12:48Z,1,0,2
49237489,2048,https://github.com/Carnewal/2048,0,0,101,Java,https://api.github.com/repos/Carnewal/2048,2016-01-07T23:38:02Z,1,0,9
49443239,2048,https://github.com/apolwork/2048,0,0,87,Java,https://api.github.com/repos/apolwork/2048,2016-01-11T17:45:50Z,1,0,2
49968721,2048,https://github.com/rahulchauhan0709/2048,0,0,4,JavaScript,https://api.github.com/repos/rahulchauhan0709/2048,2016-01-19T17:08:41Z,1,0,1
50342215,2048,https://github.com/luwenjiechn/2048,0,0,0,,https://api.github.com/repos/luwenjiechn/2048,2016-01-25T10:06:52Z,1,0,-1
49611669,2048,https://github.com/tqmytown/2048,0,0,0,,https://api.github.com/repos/tqmytown/2048,2016-01-14T00:36:09Z,1,0,-1
49585852,2048,https://github.com/sawansoni007/2048,0,0,0,,https://api.github.com/repos/sawansoni007/2048,2016-01-13T16:22:31Z,1,0,1
21400292,2048,https://github.com/mcintyret/2048,0,0,81,Java,https://api.github.com/repos/mcintyret/2048,2014-07-01T19:44:09Z,1,0,55
48239545,2048,https://github.com/zoski/2048,0,0,118,Java,https://api.github.com/repos/zoski/2048,2015-12-18T14:31:27Z,3,0,44
48519140,2048,https://github.com/lixunrui/2048,0,0,18,C#,https://api.github.com/repos/lixunrui/2048,2015-12-24T01:45:56Z,1,0,5
49066571,2048,https://github.com/Scimanyd/2048,0,0,0,,https://api.github.com/repos/Scimanyd/2048,2016-01-05T13:09:29Z,1,0,2
48347756,2048,https://github.com/amira147/2048,0,0,11,PHP,https://api.github.com/repos/amira147/2048,2015-12-21T03:07:29Z,1,0,13
48848363,2048,https://github.com/galbar88/2048,0,0,443,Java,https://api.github.com/repos/galbar88/2048,2015-12-31T12:11:33Z,1,0,1
49099999,2048,https://github.com/a3qz/2048,0,0,51,Jupyter Notebook,https://api.github.com/repos/a3qz/2048,2016-01-05T23:54:01Z,1,0,2
